,loss_values
376,1700.1484375
377,1696.6531982421875
378,1705.223876953125
379,1705.4227294921875
380,1699.526123046875
381,1704.555908203125
382,1701.0574951171875
383,1688.87109375
384,1702.976806640625
385,1700.208251953125
386,1703.26513671875
387,1694.5797119140625
388,1681.2093505859375
389,1703.1375732421875
390,1702.790771484375
391,1695.447509765625
392,1703.900634765625
393,1694.7042236328125
394,1692.7205810546875
395,1688.7952880859375
396,1704.147705078125
397,1675.3082275390625
398,1670.094482421875
399,1697.4482421875
400,1691.342529296875
401,1707.05126953125
402,1696.4295654296875
403,1688.3470458984375
404,1686.26318359375
405,1689.96435546875
406,1692.4371337890625
407,1687.6700439453125
408,1695.084716796875
409,1701.828369140625
410,1695.745361328125
411,1694.5213623046875
412,1688.7613525390625
413,1682.748779296875
414,1696.776123046875
415,1691.6988525390625
416,1675.574951171875
417,1692.37841796875
418,1689.9482421875
419,1670.7410888671875
420,1710.051025390625
421,1689.0543212890625
422,1678.9281005859375
423,1684.12646484375
424,1690.18701171875
425,1682.6055908203125
426,1697.62548828125
427,1691.21044921875
428,1692.5885009765625
429,1690.0560302734375
430,1675.46923828125
431,1688.4847412109375
432,1674.4420166015625
433,1687.7781982421875
434,1678.78955078125
435,1681.798095703125
436,1688.464599609375
437,1684.3287353515625
438,1684.6239013671875
439,1686.94482421875
440,1675.71923828125
441,1670.8197021484375
442,1685.5487060546875
443,1687.2249755859375
444,1668.4598388671875
445,1675.13623046875
446,1667.2501220703125
447,1697.6790771484375
448,1676.613525390625
449,1691.3961181640625
450,1669.7340087890625
451,1680.2724609375
452,1683.9864501953125
453,1691.01708984375
454,1682.616455078125
455,1691.6343994140625
456,1670.2681884765625
457,1680.141845703125
458,1674.95458984375
459,1680.48388671875
460,1665.931884765625
461,1684.058837890625
462,1672.1763916015625
463,1666.740966796875
464,1666.767822265625
465,1670.5732421875
466,1682.09619140625
467,1681.535400390625
468,1660.24755859375
469,1685.389892578125
470,1674.169189453125
471,1661.017578125
472,1677.811767578125
473,1682.3135986328125
474,1675.4188232421875
475,1669.8172607421875
476,1683.7333984375
477,1674.5577392578125
478,1690.14306640625
479,1678.2947998046875
480,1671.168701171875
481,1660.2044677734375
482,1689.154296875
483,1676.8402099609375
484,1676.010009765625
485,1672.6025390625
486,1674.5887451171875
487,1670.1488037109375
488,1675.7420654296875
489,1684.541015625
490,1664.3507080078125
491,1664.2650146484375
492,1669.5782470703125
493,1680.547119140625
494,1672.2677001953125
495,1698.1240234375
496,1642.7862548828125
497,1658.23388671875
498,1673.947265625
499,1682.64453125
500,1671.6488037109375
501,1696.583984375
502,1650.669677734375
503,1679.40625
504,1665.952880859375
505,1676.6634521484375
506,1655.505859375
507,1679.7830810546875
508,1666.585205078125
509,1670.561279296875
510,1681.7740478515625
511,1651.312255859375
512,1655.0487060546875
513,1673.85888671875
514,1674.7518310546875
515,1684.8785400390625
516,1666.5517578125
517,1651.5819091796875
518,1667.46630859375
519,1669.313720703125
520,1669.1798095703125
521,1673.8028564453125
522,1678.9384765625
523,1680.60888671875
524,1667.00390625
525,1672.952880859375
526,1667.2559814453125
527,1666.44287109375
528,1667.01318359375
529,1666.5050048828125
530,1672.341796875
531,1662.7657470703125
532,1656.8856201171875
533,1665.0164794921875
534,1665.544677734375
535,1648.696044921875
536,1658.7205810546875
537,1677.857177734375
538,1667.2864990234375
539,1657.475830078125
540,1666.6817626953125
541,1664.9254150390625
542,1665.1829833984375
543,1663.532470703125
544,1685.7314453125
545,1672.7947998046875
546,1665.43505859375
547,1669.6253662109375
548,1666.3792724609375
549,1655.4056396484375
550,1665.1236572265625
551,1665.7806396484375
552,1657.650390625
553,1644.5076904296875
554,1675.291748046875
555,1647.427490234375
556,1663.643310546875
557,1684.81298828125
558,1670.2662353515625
559,1653.304443359375
560,1654.0975341796875
561,1659.3116455078125
562,1651.0010986328125
563,1661.0076904296875
564,1663.956787109375
565,1655.831787109375
566,1660.15234375
567,1657.81689453125
568,1654.4854736328125
569,1664.4151611328125
570,1673.9547119140625
571,1654.541259765625
572,1675.427490234375
573,1663.7611083984375
574,1663.58056640625
575,1660.4283447265625
576,1651.7691650390625
577,1666.339599609375
578,1656.001953125
579,1665.3223876953125
580,1653.5455322265625
581,1653.709228515625
582,1677.442626953125
583,1667.5540771484375
584,1652.99072265625
585,1660.01416015625
586,1647.9288330078125
587,1669.517822265625
588,1670.1134033203125
589,1658.3634033203125
590,1652.186767578125
591,1657.212158203125
592,1648.539794921875
593,1657.386962890625
594,1652.170654296875
595,1657.7225341796875
596,1653.8800048828125
597,1652.7152099609375
598,1653.09814453125
599,1655.8446044921875
600,1671.80712890625
601,1653.1881103515625
602,1656.0975341796875
603,1653.267333984375
604,1654.6336669921875
605,1656.5064697265625
606,1660.648193359375
607,1651.4989013671875
608,1642.52734375
609,1647.728759765625
610,1665.4420166015625
611,1661.8226318359375
612,1657.2115478515625
613,1645.6019287109375
614,1643.58642578125
615,1658.332275390625
616,1647.1002197265625
617,1648.859130859375
618,1651.345947265625
619,1648.88671875
620,1646.218017578125
621,1640.720703125
622,1648.6317138671875
623,1637.2161865234375
624,1642.5726318359375
625,1657.8203125
626,1646.05908203125
627,1650.0443115234375
628,1666.669921875
629,1645.462646484375
630,1649.6024169921875
631,1646.5435791015625
632,1644.3099365234375
633,1649.336669921875
634,1634.7344970703125
635,1633.486572265625
636,1645.3175048828125
637,1645.9583740234375
638,1653.5137939453125
639,1637.1246337890625
640,1641.989013671875
641,1656.8140869140625
642,1637.102294921875
643,1645.9281005859375
644,1634.4708251953125
645,1654.2650146484375
646,1647.200927734375
647,1643.0692138671875
648,1642.33984375
649,1637.63916015625
650,1649.57080078125
651,1655.2589111328125
652,1651.4451904296875
653,1649.3758544921875
654,1639.5013427734375
655,1638.0369873046875
656,1639.9873046875
657,1642.739501953125
658,1657.881591796875
659,1631.063720703125
660,1630.032470703125
661,1646.5858154296875
662,1636.3133544921875
663,1640.57080078125
664,1644.970458984375
665,1643.0599365234375
666,1643.4688720703125
667,1649.6741943359375
668,1640.3238525390625
669,1639.0250244140625
670,1657.733642578125
671,1643.9737548828125
672,1646.3931884765625
673,1656.8887939453125
674,1630.009033203125
675,1663.504638671875
676,1637.462158203125
677,1632.3675537109375
678,1638.5391845703125
679,1646.6138916015625
680,1657.41162109375
681,1654.2015380859375
682,1646.8348388671875
683,1639.446533203125
684,1660.3270263671875
685,1646.4356689453125
686,1655.2420654296875
687,1628.069580078125
688,1650.056884765625
689,1651.0208740234375
690,1647.0316162109375
691,1641.39697265625
692,1643.8199462890625
693,1649.031494140625
694,1633.131103515625
695,1643.9901123046875
696,1645.872802734375
697,1657.443115234375
698,1642.7489013671875
699,1637.40380859375
700,1640.79345703125
701,1631.7579345703125
702,1657.3516845703125
703,1625.2611083984375
704,1637.3507080078125
705,1632.97216796875
706,1636.805419921875
707,1633.718017578125
708,1649.8863525390625
709,1619.2159423828125
710,1635.8272705078125
711,1642.69921875
712,1638.174560546875
713,1626.72265625
714,1627.9444580078125
715,1626.5970458984375
716,1622.1585693359375
717,1611.2567138671875
718,1642.53125
719,1641.1990966796875
720,1642.07958984375
721,1643.9501953125
722,1637.981689453125
723,1651.638671875
724,1636.077880859375
725,1636.03662109375
726,1642.9482421875
727,1639.6123046875
728,1634.8607177734375
729,1642.384521484375
730,1637.7760009765625
731,1622.977294921875
732,1648.483642578125
733,1626.474609375
734,1638.8651123046875
735,1640.953125
736,1640.1002197265625
737,1627.65234375
738,1636.3084716796875
739,1622.5189208984375
740,1626.968017578125
741,1608.6182861328125
742,1628.5584716796875
743,1628.815673828125
744,1623.7884521484375
745,1635.3941650390625
746,1626.2164306640625
747,1615.508544921875
748,1629.087890625
749,1645.1864013671875
750,1635.9049072265625
751,1631.9893798828125
752,1615.3055419921875
753,1632.0562744140625
754,1625.9967041015625
755,1635.2747802734375
756,1640.9583740234375
757,1630.7220458984375
758,1630.6209716796875
759,1633.2232666015625
760,1615.020263671875
761,1632.7298583984375
762,1634.3077392578125
763,1620.5570068359375
764,1618.799560546875
765,1621.0531005859375
766,1619.87109375
767,1631.4945068359375
768,1622.39453125
769,1617.415283203125
770,1640.2342529296875
771,1625.5673828125
772,1631.901123046875
773,1626.0728759765625
774,1633.420166015625
775,1631.394287109375
776,1633.515625
777,1641.59716796875
778,1631.0003662109375
779,1642.5819091796875
780,1624.0263671875
781,1620.05517578125
782,1619.8641357421875
783,1628.617431640625
784,1617.8343505859375
785,1633.10205078125
786,1615.2950439453125
787,1626.7608642578125
788,1644.944580078125
789,1644.6695556640625
790,1623.208251953125
791,1624.1318359375
792,1631.6214599609375
793,1618.6575927734375
794,1629.9344482421875
795,1621.6341552734375
796,1612.035888671875
797,1634.8262939453125
798,1615.92529296875
799,1611.716796875
800,1618.918701171875
801,1627.694580078125
802,1612.7918701171875
803,1629.75341796875
804,1604.6031494140625
805,1607.1181640625
806,1622.513427734375
807,1619.509765625
808,1619.56298828125
809,1635.814697265625
810,1623.505126953125
811,1612.8758544921875
812,1607.64208984375
813,1614.6109619140625
814,1612.29150390625
815,1628.6025390625
816,1608.8197021484375
817,1616.6402587890625
818,1598.42431640625
819,1619.9500732421875
820,1610.186767578125
821,1621.08642578125
822,1625.532470703125
823,1621.8984375
824,1615.468505859375
825,1620.5888671875
826,1619.2275390625
827,1619.8634033203125
828,1608.971923828125
829,1628.4200439453125
830,1624.35546875
831,1624.9693603515625
832,1607.46240234375
833,1618.255615234375
834,1632.8489990234375
835,1612.6639404296875
836,1604.1517333984375
837,1617.21923828125
838,1611.4903564453125
839,1619.759033203125
840,1606.7733154296875
841,1626.0440673828125
842,1614.02392578125
843,1614.0235595703125
844,1623.9942626953125
845,1605.6668701171875
846,1632.5391845703125
847,1628.699951171875
848,1622.6461181640625
849,1619.315673828125
850,1608.7808837890625
851,1630.8582763671875
852,1617.6962890625
853,1623.98486328125
854,1620.0802001953125
855,1608.6942138671875
856,1614.04296875
857,1629.4522705078125
858,1603.0782470703125
859,1615.65478515625
860,1599.0274658203125
861,1621.0416259765625
862,1627.990234375
863,1631.7664794921875
