,loss_values
1072,2900.2470703125
1073,2902.97216796875
1074,2900.559326171875
1075,2906.23291015625
1076,2901.06396484375
1077,2898.260498046875
1078,2891.715087890625
1079,2901.007080078125
1080,2893.834716796875
1081,2895.04833984375
1082,2893.54443359375
1083,2898.390380859375
1084,2901.635498046875
1085,2902.71923828125
1086,2891.50732421875
1087,2894.827392578125
1088,2897.81103515625
1089,2898.318603515625
1090,2902.66845703125
1091,2898.61572265625
1092,2898.75927734375
1093,2892.734130859375
1094,2890.126708984375
1095,2893.861328125
1096,2905.325927734375
1097,2886.789306640625
1098,2884.6826171875
1099,2899.05224609375
1100,2907.257568359375
1101,2888.432861328125
1102,2894.8291015625
1103,2891.033447265625
1104,2902.254638671875
1105,2890.075927734375
1106,2901.08056640625
1107,2897.1962890625
1108,2889.886474609375
1109,2903.340576171875
1110,2894.59033203125
1111,2890.181396484375
1112,2888.258544921875
1113,2893.991455078125
1114,2897.40869140625
1115,2896.51708984375
1116,2901.89990234375
1117,2896.159423828125
1118,2899.6787109375
1119,2881.917724609375
1120,2899.743896484375
1121,2900.73388671875
1122,2906.641357421875
1123,2895.798583984375
1124,2890.078369140625
1125,2896.480712890625
1126,2892.697998046875
1127,2890.234619140625
1128,2900.2626953125
1129,2899.05224609375
1130,2884.134765625
1131,2901.267578125
1132,2903.509033203125
1133,2887.497314453125
1134,2893.659912109375
1135,2902.66845703125
1136,2902.54931640625
1137,2886.5712890625
1138,2894.141357421875
1139,2896.255859375
1140,2893.787841796875
1141,2900.57177734375
1142,2892.782958984375
1143,2889.157958984375
1144,2899.39892578125
1145,2892.306884765625
1146,2883.7431640625
1147,2899.238037109375
1148,2902.8154296875
1149,2889.252197265625
1150,2891.68359375
1151,2907.39501953125
1152,2890.8603515625
1153,2888.48779296875
1154,2893.1123046875
1155,2888.50341796875
1156,2886.472412109375
1157,2895.142822265625
1158,2890.31201171875
1159,2889.240234375
1160,2897.2265625
1161,2878.72314453125
1162,2886.30078125
1163,2897.149169921875
1164,2899.009765625
1165,2895.312255859375
1166,2887.123779296875
1167,2906.783447265625
1168,2894.30126953125
1169,2901.80029296875
1170,2878.42724609375
1171,2895.91650390625
1172,2880.2158203125
1173,2888.571044921875
1174,2886.68310546875
1175,2882.12109375
1176,2884.62548828125
1177,2896.397216796875
1178,2881.515869140625
1179,2896.9619140625
1180,2901.17431640625
1181,2887.462890625
1182,2889.068359375
1183,2886.258056640625
1184,2892.356689453125
1185,2887.146240234375
1186,2893.48046875
1187,2893.9716796875
1188,2889.35693359375
1189,2896.237548828125
1190,2898.501953125
1191,2887.435546875
1192,2889.04638671875
1193,2886.8359375
1194,2881.55029296875
1195,2891.38330078125
1196,2909.536865234375
1197,2878.98583984375
1198,2884.638671875
1199,2889.851318359375
1200,2895.20166015625
1201,2893.044677734375
1202,2884.254638671875
1203,2887.9306640625
1204,2893.178955078125
1205,2878.138427734375
1206,2885.709716796875
1207,2889.663330078125
1208,2892.359130859375
1209,2884.818115234375
1210,2881.20654296875
1211,2883.07275390625
1212,2881.376708984375
1213,2887.77294921875
1214,2891.13818359375
1215,2877.23388671875
1216,2901.213623046875
1217,2891.899169921875
1218,2885.3525390625
1219,2879.009521484375
1220,2889.58349609375
1221,2901.333984375
1222,2888.233642578125
1223,2893.775146484375
1224,2885.238037109375
1225,2880.049560546875
1226,2888.541748046875
1227,2888.96826171875
1228,2880.618896484375
1229,2887.328857421875
1230,2887.924072265625
1231,2884.03173828125
1232,2892.384033203125
1233,2886.496826171875
1234,2896.343017578125
1235,2907.09765625
1236,2898.05078125
1237,2887.0458984375
1238,2886.382568359375
1239,2896.950439453125
1240,2880.202392578125
1241,2883.4306640625
1242,2888.617919921875
1243,2877.42431640625
1244,2900.724853515625
1245,2891.173828125
1246,2886.676513671875
1247,2889.261962890625
1248,2888.504150390625
1249,2886.6806640625
1250,2892.270751953125
1251,2888.01953125
1252,2897.7421875
1253,2878.213623046875
1254,2889.865234375
1255,2889.072021484375
1256,2881.455322265625
1257,2883.21630859375
1258,2892.36865234375
1259,2897.1396484375
1260,2877.21923828125
1261,2889.881591796875
1262,2885.688720703125
1263,2886.981689453125
1264,2880.100341796875
1265,2880.537109375
1266,2895.535888671875
1267,2890.15478515625
1268,2876.135498046875
1269,2898.65771484375
1270,2884.499267578125
1271,2891.114990234375
1272,2883.89013671875
1273,2888.979736328125
1274,2887.099609375
1275,2881.068115234375
1276,2886.709228515625
1277,2875.46240234375
1278,2888.614013671875
1279,2886.39990234375
1280,2874.951171875
1281,2873.356201171875
1282,2898.78466796875
1283,2896.345458984375
1284,2878.2216796875
1285,2878.588623046875
1286,2886.46728515625
1287,2884.8037109375
1288,2885.162841796875
1289,2888.802734375
1290,2885.235595703125
1291,2867.36865234375
1292,2877.534423828125
1293,2883.8662109375
1294,2881.33056640625
1295,2880.72900390625
1296,2881.94287109375
1297,2882.5927734375
1298,2881.188720703125
1299,2877.046630859375
1300,2893.924560546875
1301,2888.452880859375
1302,2895.0751953125
1303,2894.98291015625
1304,2883.087646484375
1305,2891.823486328125
1306,2877.06884765625
1307,2881.375
1308,2885.591552734375
1309,2888.22265625
1310,2874.1884765625
1311,2888.49267578125
1312,2887.21240234375
1313,2886.46044921875
1314,2881.953125
1315,2875.041748046875
1316,2875.329345703125
1317,2875.722900390625
1318,2873.869140625
1319,2874.67724609375
1320,2874.758056640625
1321,2884.90576171875
1322,2868.12451171875
1323,2881.744140625
1324,2880.62890625
1325,2886.420166015625
1326,2890.234375
1327,2881.424560546875
1328,2884.969482421875
1329,2883.19140625
1330,2888.207275390625
1331,2885.9775390625
1332,2882.5458984375
1333,2871.7265625
1334,2885.302978515625
1335,2859.42919921875
1336,2887.3154296875
1337,2869.9716796875
1338,2872.37939453125
1339,2886.20166015625
1340,2879.623046875
1341,2884.376708984375
1342,2874.602294921875
1343,2886.2177734375
1344,2884.2841796875
1345,2882.729248046875
1346,2884.65771484375
1347,2885.201416015625
1348,2889.18994140625
1349,2886.42431640625
1350,2888.695068359375
1351,2895.9921875
1352,2882.843017578125
1353,2889.67236328125
1354,2883.71044921875
1355,2888.782958984375
